1083,AL,"Limestone County, AL",37427,1763,4.7,38965,2680,6.9,39607,2162,5.5,0.8,-1.4,0.05824672,0.016476325
1085,AL,"Lowndes County, AL",4851,529,10.9,4079,629,15.4,3824,443,11.6,0.7,-3.8,-0.211708926,-0.062515322
1087,AL,"Macon County, AL",9104,678,7.4,8282,890,10.7,7978,644,8.1,0.7,-2.6,-0.123681898,-0.03670611
1089,AL,"Madison County, AL",168340,7014,4.2,170134,11849,7,169738,9303,5.5,1.3,-1.5,0.008304622,-0.002327577
1091,AL,"Marengo County, AL",7979,590,7.4,7646,778,10.2,7357,570,7.7,0.3,-2.5,-0.077954631,-0.037797541
1093,AL,"Marion County, AL",12715,1014,8,12443,1111,8.9,12439,870,7,-1,-1.9,-0.021706646,-0.000321466
1095,AL,"Marshall County, AL",41700,1980,4.7,40660,3164,7.8,40348,2329,5.8,1.1,-2,-0.032422062,-0.007673389
1097,AL,"Mobile County, AL",187266,10643,5.7,188494,17305,9.2,183097,12811,7,1.3,-2.2,-0.02226245,-0.028632211
1099,AL,"Monroe County, AL",8789,893,10.2,7967,1001,12.6,7301,736,10.1,-0.1,-2.5,-0.169302537,-0.083594829
1101,AL,"Montgomery County, AL",106155,6280,5.9,107256,8661,8.1,103579,6385,6.2,0.3,-1.9,-0.024266403,-0.034282464
1103,AL,"Morgan County, AL",56997,2983,5.2,57374,4482,7.8,55106,3218,5.8,0.6,-2,-0.033177185,-0.039530101
1105,AL,"Perry County, AL",3592,406,11.3,3682,492,13.4,3501,349,10,-1.3,-3.4,-0.025334076,-0.049158066
1107,AL,"Pickens County, AL",7925,566,7.1,7463,759,10.2,7820,529,6.8,-0.3,-3.4,-0.013249211,0.047835991
1109,AL,"Pike County, AL",15805,771,4.9,15008,1199,8,14929,1006,6.7,1.8,-1.3,-0.055425498,-0.005263859
1111,AL,"Randolph County, AL",9609,704,7.3,9137,839,9.2,9443,555,5.9,-1.4,-3.3,-0.017275471,0.033490205
1113,AL,"Russell County, AL",21693,1734,8,24896,2187,8.8,24283,1460,6,-2,-2.8,0.119393353,-0.024622429
1115,AL,"St. Clair County, AL",36482,1831,5,38492,2647,6.9,38172,2001,5.2,0.2,-1.7,0.046324215,-0.008313416
1117,AL,"Shelby County, AL",101156,3781,3.7,105389,5303,5,106491,4510,4.2,0.5,-0.8,0.052740322,0.010456499
1119,AL,"Sumter County, AL",4721,413,8.7,5414,569,10.5,5109,407,8,-0.7,-2.5,0.082185978,-0.056335427
1121,AL,"Talladega County, AL",38278,2759,7.2,34993,3285,9.4,35169,2310,6.6,-0.6,-2.8,-0.081221589,0.005029577
1123,AL,"Tallapoosa County, AL",18179,1304,7.2,18429,1592,8.6,18717,1147,6.1,-1.1,-2.5,0.029594587,0.015627544
1125,AL,"Tuscaloosa County, AL",89185,4207,4.7,95281,6662,7,98051,5347,5.5,0.8,-1.5,0.099411336,0.029071903
1127,AL,"Walker County, AL",28758,1645,5.7,26558,2439,9.2,25476,1839,7.2,1.5,-2,-0.114124765,-0.04074102
1129,AL,"Washington County, AL",6883,581,8.4,6871,821,11.9,6702,594,8.9,0.5,-3,-0.026296673,-0.024596129
1131,AL,"Wilcox County, AL",3482,486,14,2881,575,20,2812,412,14.7,0.7,-5.3,-0.19241815,-0.023950017
1133,AL,"Winston County, AL",9984,864,8.7,9602,961,10,9367,712,7.6,-1.1,-2.4,-0.061798878,-0.024474068
2000,AK,Alaska,356109,23824,6.7,365674,26066,7.1,363822,23595,6.5,-0.2,-0.6,0.021659099,-0.00506462
2013,AK,"Aleutians East Borough, AK",1144,99,8.7,2139,145,6.8,2469,80,3.2,-5.5,-3.6,1.158216783,0.1542777
2016,AK,"Aleutians West Census Area, AK",3061,178,5.8,4270,296,6.9,4095,157,3.8,-2,-3.1,0.337798105,-0.040983607
2020,AK,"Anchorage Borough/municipality, AK",152111,8276,5.4,158450,8493,5.4,158216,7915,5,-0.4,-0.4,0.040135164,-0.001476807
2050,AK,"Bethel Census Area, AK",6935,963,13.9,7215,1109,15.4,7315,1055,14.4,0.5,-1,0.054794521,0.013860014
2060,AK,"Bristol Bay Borough, AK",1009,49,4.9,481,47,9.8,390,36,9.2,4.3,-0.6,-0.613478692,-0.189189189
2068,AK,"Denali Borough, AK",1606,98,6.1,1047,144,13.8,1064,93,8.7,2.6,-5.1,-0.337484433,0.016236867
2070,AK,"Dillingham Census Area, AK",2068,193,9.3,2133,211,9.9,2036,197,9.7,0.4,-0.2,-0.015473888,-0.045475856
2090,AK,"Fairbanks North Star Borough, AK",45993,2795,6.1,48218,2936,6.1,46486,2527,5.4,-0.7,-0.7,0.010719022,-0.035920196
2100,AK,"Haines Borough, AK",1358,120,8.8,1109,111,10,1098,107,9.7,0.9,-0.3,-0.191458027,-0.009918846
2105,AK,"Hoonah-Angoon Census Area, AK", , , ,1110,160,14.4,1135,170,15,#VALUE!,0.6,#VALUE!,0.022522523
2110,AK,"Juneau Borough/city, AK",18784,902,4.8,17912,914,5.1,17308,800,4.6,-0.2,-0.5,-0.078577513,-0.033720411
2122,AK,"Kenai Peninsula Borough, AK",26330,2154,8.2,27379,2366,8.6,27486,2155,7.8,-0.4,-0.8,0.043904292,0.003908105
2130,AK,"Ketchikan Gateway Borough, AK",8297,492,5.9,7177,581,8.1,7023,477,6.8,0.9,-1.3,-0.153549476,-0.021457433
2150,AK,"Kodiak Island Borough, AK",6399,438,6.8,6720,450,6.7,6540,319,4.9,-1.9,-1.8,0.022034693,-0.026785714
2158,AK,"Kusilvak Census Area, AK",2616,538,20.6,2769,612,22.1,2788,646,23.2,2.6,1.1,0.065749235,0.006861683
2164,AK,"Lake and Peninsula Borough, AK",1137,78,6.9,637,97,15.2,637,81,12.7,5.8,-2.5,-0.439753738,0
2170,AK,"Matanuska-Susitna Borough, AK",41532,3160,7.6,43770,3786,8.6,44865,3505,7.8,0.2,-0.8,0.080251372,0.025017135
2180,AK,"Nome Census Area, AK",3991,414,10.4,4181,489,11.7,4159,485,11.7,1.3,0,0.042094713,-0.005261899
2185,AK,"North Slope Borough, AK",5145,218,4.2,4028,312,7.7,4424,246,5.6,1.4,-2.1,-0.140136054,0.098311817
2188,AK,"Northwest Arctic Borough, AK",2982,345,11.6,3032,477,15.7,2978,463,15.5,3.9,-0.2,-0.001341382,-0.017810026
2195,AK,"Petersburg Borough, AK", , , ,1878,153,8.1,1524,135,8.9,#VALUE!,0.8,#VALUE!,-0.188498403
2198,AK,"Prince of Wales-Hyder Census Area, AK", , , ,2593,345,13.3,2792,348,12.5,#VALUE!,-0.8,#VALUE!,0.076745083
2201,AK,"Prince of Wales-Outer Ketchikan Census Area, AK",2338,323,13.8, , , , , , ,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2220,AK,"Sitka Borough/city, AK",4621,268,5.8,4649,263,5.7,4638,211,4.5,-1.3,-1.2,0.003678857,-0.0023661
2230,AK,"Skagway Municipality, AK", , , ,755,107,14.2,810,93,11.5,#VALUE!,-2.7,#VALUE!,0.072847682
2232,AK,"Skagway-Hoonah-Angoon Census Area, AK",1921,248,12.9, , , , , , ,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2240,AK,"Southeast Fairbanks Census Area, AK",3555,314,8.8,3040,392,12.9,2963,321,10.8,2,-2.1,-0.16652602,-0.025328947
2261,AK,"Valdez-Cordova Census Area, AK",5259,443,8.4,4897,476,9.7,4820,424,8.8,0.4,-0.9,-0.083475946,-0.015723913
2275,AK,"Wrangell Borough/city, AK", , , ,1026,84,8.2,1042,81,7.8,#VALUE!,-0.4,#VALUE!,0.015594542
2280,AK,"Wrangell-Petersburg Census Area, AK",2813,300,10.7, , , , , , ,#VALUE!,#VALUE!,#VALUE!,#VALUE!
2282,AK,"Yakutat Borough/city, AK",320,24,7.5,288,28,9.7,266,22,8.3,0.8,-1.4,-0.16875,-0.076388889
2290,AK,"Yukon-Koyukuk Census Area, AK",2786,393,14.1,2774,482,17.4,2451,442,18,3.9,0.6,-0.120244078,-0.116438356
4000,AZ,Arizona,3104863,190960,6.2,3031199,252774,8.3,3152708,193190,6.1,-0.1,-2.2,0.015409698,0.040086118
4001,AZ,"Apache County, AZ",21264,2472,11.6,22821,4327,19,20686,2773,13.4,1.8,-5.6,-0.027182092,-0.093554183
4003,AZ,"Cochise County, AZ",60278,3533,5.9,53933,4874,9,50040,3715,7.4,1.5,-1.6,-0.169846378,-0.072182152
4005,AZ,"Coconino County, AZ",73208,4100,5.6,71078,6114,8.6,73041,4786,6.6,1,-2,-0.002281171,0.027617547
4007,AZ,"Gila County, AZ",22326,1444,6.5,20937,2139,10.2,21243,1691,8,1.5,-2.2,-0.048508465,0.014615274
4009,AZ,"Graham County, AZ",16139,1142,7.1,14488,1237,8.5,14649,1086,7.4,0.3,-1.1,-0.092322944,0.011112645
4011,AZ,"Greenlee County, AZ",4408,234,5.3,3555,292,8.2,4037,320,7.9,2.6,-0.3,-0.084165154,0.135583685
4012,AZ,"La Paz County, AZ",7551,583,7.7,8143,697,8.6,8164,622,7.6,-0.1,-1,0.0811813,0.002578902
4013,AZ,"Maricopa County, AZ",1970741,106127,5.4,1896802,138123,7.3,2007847,103927,5.2,-0.2,-2.1,0.018828451,0.058543274
4015,AZ,"Mohave County, AZ",92592,7107,7.7,77630,8554,11,79310,6363,8,0.3,-3,-0.143446518,0.021641118
4017,AZ,"Navajo County, AZ",39302,3974,10.1,42985,6071,14.1,40995,3972,9.7,-0.4,-4.4,0.043076688,-0.046295219
4019,AZ,"Pima County, AZ",474464,27669,5.8,463194,34123,7.4,464150,25787,5.6,-0.2,-1.8,-0.021738214,0.00206393
4021,AZ,"Pinal County, AZ",122313,9035,7.4,148841,12762,8.6,157284,9963,6.3,-1.1,-2.3,0.285914008,0.056724962
4023,AZ,"Santa Cruz County, AZ",17888,1972,11,20135,3109,15.4,20013,2303,11.5,0.5,-3.9,0.118794723,-0.006059101
4025,AZ,"Yavapai County, AZ",98076,6065,6.2,92795,7963,8.6,97545,5434,5.6,-0.6,-3,-0.005414169,0.051188103
4027,AZ,"Yuma County, AZ",84314,15502,18.4,93866,22391,23.9,93702,20446,21.8,3.4,-2.1,0.111345684,-0.001747171
5000,AR,Arkansas,1375257,75240,5.5,1342327,101681,7.6,1330099,69484,5.2,-0.3,-2.4,-0.032836044,-0.009109554
5001,AR,"Arkansas County, AR",12161,1192,9.8,9910,870,8.8,9441,414,4.4,-5.4,-4.4,-0.223665817,-0.047325933
5003,AR,"Ashley County, AR",9465,720,7.6,9293,1138,12.2,8216,655,8,0.4,-4.2,-0.131959852,-0.115893683
5005,AR,"Baxter County, AR",17704,1069,6,16366,1377,8.4,16272,923,5.7,-0.3,-2.7,-0.080885676,-0.005743615
5007,AR,"Benton County, AR",106704,4427,4.1,110731,6662,6,120331,4667,3.9,-0.2,-2.1,0.127708427,0.086696589
5009,AR,"Boone County, AR",17048,932,5.5,16517,1259,7.6,15787,802,5.1,-0.4,-2.5,-0.073967621,-0.044196888
5011,AR,"Bradley County, AR",5622,407,7.2,4370,486,11.1,4435,276,6.2,-1,-4.9,-0.211134827,0.014874142
5013,AR,"Calhoun County, AR",2613,162,6.2,2509,228,9.1,2360,137,5.8,-0.4,-3.3,-0.096823574,-0.05938621
5015,AR,"Carroll County, AR",14261,641,4.5,12475,789,6.3,12576,598,4.8,0.3,-1.5,-0.118154407,0.008096192
5017,AR,"Chicot County, AR",4967,411,8.3,4061,462,11.4,3734,350,9.4,1.1,-2,-0.248238373,-0.080522039
5019,AR,"Clark County, AR",11054,656,5.9,10136,1022,10.1,9463,541,5.7,-0.2,-4.4,-0.143929799,-0.066397001
5021,AR,"Clay County, AR",6685,539,8.1,6866,754,11,6315,433,6.9,-1.2,-4.1,-0.055347794,-0.08025051
5023,AR,"Cleburne County, AR",12111,684,5.6,10386,886,8.5,9607,691,7.2,1.6,-1.3,-0.20675419,-0.075004814
5025,AR,"Cleveland County, AR",4135,243,5.9,3750,276,7.4,3416,197,5.8,-0.1,-1.6,-0.173881499,-0.089066667
5027,AR,"Columbia County, AR",10929,763,7,10112,911,9,9522,643,6.8,-0.2,-2.2,-0.128740049,-0.058346519
5029,AR,"Conway County, AR",10237,566,5.5,8701,802,9.2,8635,545,6.3,0.8,-2.9,-0.15649116,-0.007585335
5031,AR,"Craighead County, AR",46575,2268,4.9,49043,3372,6.9,50611,2322,4.6,-0.3,-2.3,0.086655931,0.031971943
5033,AR,"Crawford County, AR",28721,1394,4.9,27601,2199,8,26897,1445,5.4,0.5,-2.6,-0.063507538,-0.025506322
5035,AR,"Crittenden County, AR",22601,1794,7.9,22097,2117,9.6,21593,1373,6.4,-1.5,-3.2,-0.044599796,-0.022808526
5037,AR,"Cross County, AR",8559,585,6.8,8529,678,7.9,8091,456,5.6,-1.2,-2.3,-0.054679285,-0.051354203
5039,AR,"Dallas County, AR",3908,283,7.2,3181,367,11.5,2886,215,7.4,0.2,-4.1,-0.261514841,-0.092738133
5041,AR,"Desha County, AR",5942,520,8.8,5928,587,9.9,5569,422,7.6,-1.2,-2.3,-0.062773477,-0.060560054
5043,AR,"Drew County, AR",8503,672,7.9,8368,893,10.7,7940,567,7.1,-0.8,-3.6,-0.066211925,-0.051147228
5045,AR,"Faulkner County, AR",56244,2677,4.8,59703,3958,6.6,59655,2888,4.8,0,-1.8,0.060646469,-0.00080398
5047,AR,"Franklin County, AR",8566,382,4.5,7666,544,7.1,7415,382,5.2,0.7,-1.9,-0.134368433,-0.032741978
5049,AR,"Fulton County, AR",5245,274,5.2,5108,367,7.2,4798,257,5.4,0.2,-1.8,-0.085224023,-0.060689115
5051,AR,"Garland County, AR",42783,2415,5.6,41189,3255,7.9,40046,2268,5.7,0.1,-2.2,-0.063974008,-0.027750127
5053,AR,"Grant County, AR",8691,454,5.2,8422,573,6.8,8291,389,4.7,-0.5,-2.1,-0.046024623,-0.0155545
5055,AR,"Greene County, AR",19127,1257,6.6,20008,1740,8.7,19986,1069,5.3,-1.3,-3.4,0.044910336,-0.00109956
5057,AR,"Hempstead County, AR",10733,622,5.8,10849,793,7.3,9834,508,5.2,-0.6,-2.1,-0.083760365,-0.09355701
5059,AR,"Hot Spring County, AR",15211,1004,6.6,14480,1044,7.2,14210,739,5.2,-1.4,-2,-0.065807639,-0.018646409
5061,AR,"Howard County, AR",6379,354,5.5,6432,431,6.7,6050,266,4.4,-1.1,-2.3,-0.051575482,-0.059390547
5063,AR,"Independence County, AR",17121,1199,7,16035,1478,9.2,15600,1046,6.7,-0.3,-2.5,-0.088838269,-0.027128157
5065,AR,"Izard County, AR",5476,368,6.7,5161,454,8.8,4988,342,6.9,0.2,-1.9,-0.089116143,-0.033520636
5067,AR,"Jackson County, AR",7928,615,7.8,6468,696,10.8,6199,484,7.8,0,-3,-0.21808779,-0.041589363
5069,AR,"Jefferson County, AR",35341,2707,7.7,32459,3248,10,29115,2110,7.2,-0.5,-2.8,-0.176169322,-0.103022274
5071,AR,"Johnson County, AR",11631,551,4.7,10804,797,7.4,10378,620,6,1.3,-1.4,-0.107729344,-0.039429841
5073,AR,"Lafayette County, AR",3070,217,7.1,2885,274,9.5,2634,208,7.9,0.8,-1.6,-0.142019544,-0.087001733
5075,AR,"Lawrence County, AR",7307,521,7.1,7234,660,9.1,7034,440,6.3,-0.8,-2.8,-0.037361434,-0.027647221
5077,AR,"Lee County, AR",3618,309,8.5,3521,335,9.5,3209,222,6.9,-1.6,-2.6,-0.113045882,-0.08861119
5079,AR,"Lincoln County, AR",5009,405,8.1,4584,401,8.7,4178,265,6.3,-1.8,-2.4,-0.165901378,-0.088568935
5081,AR,"Little River County, AR",6747,265,3.9,5977,436,7.3,5626,318,5.7,1.8,-1.6,-0.166147918,-0.058725113
5083,AR,"Logan County, AR",10435,682,6.5,9623,769,8,9204,547,5.9,-0.6,-2.1,-0.117968376,-0.043541515
5085,AR,"Lonoke County, AR",32460,1458,4.5,33072,2102,6.4,33019,1436,4.3,-0.2,-2.1,0.017221195,-0.001602564
5087,AR,"Madison County, AR",7760,342,4.4,6968,408,5.9,7176,282,3.9,-0.5,-2,-0.075257732,0.029850746
5089,AR,"Marion County, AR",6963,437,6.3,6609,546,8.3,6533,356,5.4,-0.9,-2.9,-0.061754991,-0.01149947
5091,AR,"Miller County, AR",20242,819,4,20253,1205,5.9,19710,1026,5.2,1.2,-0.7,-0.026281988,-0.026810843
5093,AR,"Mississippi County, AR",22063,1696,7.7,20260,2221,11,18418,1717,9.3,1.6,-1.7,-0.16520872,-0.090918065
5095,AR,"Monroe County, AR",3860,247,6.4,3270,297,9.1,2993,188,6.3,-0.1,-2.8,-0.224611399,-0.08470948
5097,AR,"Montgomery County, AR",4203,238,5.7,3586,305,8.5,3261,228,7,1.3,-1.5,-0.224125625,-0.090630229
5099,AR,"Nevada County, AR",4280,291,6.8,4128,321,7.8,3653,190,5.2,-1.6,-2.6,-0.146495327,-0.115067829
5101,AR,"Newton County, AR",3504,200,5.7,3627,266,7.3,3383,171,5.1,-0.6,-2.2,-0.034531963,-0.067273229
5103,AR,"Ouachita County, AR",11979,767,6.4,10494,1103,10.5,9902,656,6.6,0.2,-3.9,-0.17338676,-0.056413188
5105,AR,"Perry County, AR",4822,271,5.6,4414,401,9.1,4233,267,6.3,0.7,-2.8,-0.122148486,-0.04100589
5107,AR,"Phillips County, AR",9047,649,7.2,7967,922,11.6,6986,553,7.9,0.7,-3.7,-0.227810324,-0.123132923
5109,AR,"Pike County, AR",5121,310,6.1,4364,397,9.1,4180,259,6.2,0.1,-2.9,-0.183753173,-0.042163153
5111,AR,"Poinsett County, AR",10796,693,6.4,10383,901,8.7,10241,584,5.7,-0.7,-3,-0.051407929,-0.013676201
5113,AR,"Polk County, AR",8919,460,5.2,8698,647,7.4,8326,499,6,0.8,-1.4,-0.066487274,-0.042768453
5115,AR,"Pope County, AR",30504,1496,4.9,29990,2185,7.3,29554,1626,5.5,0.6,-1.8,-0.031143457,-0.014538179
5117,AR,"Prairie County, AR",4425,252,5.7,3824,289,7.6,3751,181,4.8,-0.9,-2.8,-0.152316384,-0.019089958
5119,AR,"Pulaski County, AR",191923,9122,4.8,188420,12937,6.9,186455,8826,4.7,-0.1,-2.2,-0.028490593,-0.010428829
5121,AR,"Randolph County, AR",7596,622,8.2,6865,744,10.8,6183,458,7.4,-0.8,-3.4,-0.186018957,-0.099344501
5123,AR,"St. Francis County, AR",10429,979,9.4,9494,1027,10.8,8952,670,7.5,-1.9,-3.3,-0.141624317,-0.057088688
5125,AR,"Saline County, AR",50037,2230,4.5,54376,3329,6.1,55273,2342,4.2,-0.3,-1.9,0.104642565,0.016496248
5127,AR,"Scott County, AR",4889,233,4.8,4646,312,6.7,4512,225,5,0.2,-1.7,-0.077111884,-0.028842015
5129,AR,"Searcy County, AR",3638,197,5.4,3218,264,8.2,3056,178,5.8,0.4,-2.4,-0.15997801,-0.050341827
5131,AR,"Sebastian County, AR",62219,3086,5,59006,4635,7.9,57390,2868,5,0,-2.9,-0.077612948,-0.027387045
5133,AR,"Sevier County, AR",7640,310,4.1,6130,539,8.8,5631,358,6.4,2.3,-2.4,-0.262958115,-0.081402936
5135,AR,"Sharp County, AR",6319,477,7.5,6104,620,10.2,6004,429,7.1,-0.4,-3.1,-0.04984966,-0.0163827
5137,AR,"Stone County, AR",4744,312,6.6,5051,417,8.3,4681,305,6.5,-0.1,-1.8,-0.013279933,-0.073252821
5139,AR,"Union County, AR",19294,1229,6.4,16751,1545,9.2,16780,1073,6.4,0,-2.8,-0.130299575,0.00173124
5141,AR,"Van Buren County, AR",7083,469,6.6,6602,669,10.1,6458,449,7,0.4,-3.1,-0.088239447,-0.021811572
5143,AR,"Washington County, AR",103877,4392,4.2,105348,5922,5.6,114790,4141,3.6,-0.6,-2,0.105056942,0.089626761
5145,AR,"White County, AR",33288,1988,6,36234,2851,7.9,34405,2225,6.5,0.5,-1.4,0.033555636,-0.050477452
5147,AR,"Woodruff County, AR",3520,282,8,3382,345,10.2,3042,204,6.7,-1.3,-3.5,-0.135795455,-0.100532229
5149,AR,"Yell County, AR",10652,483,4.5,9263,624,6.7,9024,476,5.3,0.8,-1.4,-0.152835148,-0.025801576
6000,CA,California,18178123,1323641,7.3,18551413,1923578,10.4,18981770,1183156,6.2,-1.1,-4.2,0.04420957,0.023198071
6001,CA,"Alameda County, CA",756411,46985,6.2,799644,69508,8.7,824809,39133,4.7,-1.5,-4,0.090424386,0.031470254
6003,CA,"Alpine County, CA",465,49,10.5,546,62,11.4,520,41,7.9,-2.6,-3.5,0.11827957,-0.047619048
6005,CA,"Amador County, CA",17797,1369,7.7,14696,1803,12.3,14404,956,6.6,-1.1,-5.7,-0.19065011,-0.019869352
6007,CA,"Butte County, CA",102816,8700,8.5,101147,12297,12.2,101731,7334,7.2,-1.3,-5,-0.010552832,0.005773775
6009,CA,"Calaveras County, CA",20621,1790,8.7,20233,2501,12.4,20614,1330,6.5,-2.2,-5.9,-0.00033946,0.018830623
6011,CA,"Colusa County, CA",10495,1453,13.8,11290,2342,20.7,11193,1718,15.3,1.5,-5.4,0.066507861,-0.008591674
6013,CA,"Contra Costa County, CA",523720,32573,6.2,536610,47996,8.9,549948,27530,5,-1.2,-3.9,0.050080196,0.024856041
6015,CA,"Del Norte County, CA",11361,1003,8.8,10513,1423,13.5,9915,853,8.6,-0.2,-4.9,-0.127277528,-0.056881956
6017,CA,"El Dorado County, CA",90600,6341,7,89189,9112,10.2,89121,5051,5.7,-1.3,-4.5,-0.016324503,-0.000762426
6019,CA,"Fresno County, CA",429670,45353,10.6,440725,66713,15.1,444168,45262,10.2,-0.4,-4.9,0.033742174,0.007812128
6021,CA,"Glenn County, CA",12182,1278,10.5,13169,1869,14.2,13110,1145,8.7,-1.8,-5.5,0.076177967,-0.004480219
6023,CA,"Humboldt County, CA",59953,4373,7.3,64381,6174,9.6,62633,3525,5.6,-1.7,-4,0.044701683,-0.027150867
6025,CA,"Imperial County, CA",72434,16337,22.6,79393,21721,27.4,78910,18945,24,1.4,-3.4,0.089405528,-0.00608366
6027,CA,"Inyo County, CA",9087,601,6.6,9572,869,9.1,9181,535,5.8,-0.8,-3.3,0.010344448,-0.040848308
